1494342059717,f4:06:8d:27:15:c2,-75;,5c:49:79:35:e6:ec,-69;,00:15:0c:89:0a:f4,-65;,18:d6:c7:85:4d:3b,-72;,00:15:0c:25:62:b2,-71;,c4:3d:c7:69:a3:e4,-77;,d0:c7:c0:53:4e:e7,-74;,24:65:11:fd:99:e5,-80;,02:23:08:c7:f7:5a,-74;,64:51:06:fe:c0:fa,-81;,98:de:d0:2e:08:8a,-75;,94:4a:0c:33:2d:a4,-81;,38:10:d5:87:5d:71,-75;,64:d1:a3:3d:39:69,-81;,5c:96:9d:69:d1:cb,-76;,64:d1:a3:35:b1:fc,-82;,98:de:d0:2e:0e:06,-77;,c4:04:15:43:87:00,-83;,38:d5:47:47:59:3c,-77;,5c:49:79:03:be:eb,-84;,74:31:70:71:c8:ac,-78;,f4:f2:6d:f2:ca:72,-84;,f4:f2:6d:e8:47:26,-79;,64:d1:a3:17:4c:1e,-85;,34:bd:f9:e2:e5:5c,-83;,08:96:d7:04:57:69,-89;,d0:05:2a:84:db:61,-76;,,903d185fccf839df
1494342416276,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342416587,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342416875,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342417177,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342417472,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342417790,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342418093,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342418378,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342418677,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342418990,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342419285,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342419576,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342419878,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342420175,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342420475,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342420781,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342421075,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342421378,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
1494342421687,60:e3:27:be:21:fc,-80;,60:e3:27:98:ca:5c,-73;,70:4d:7b:19:75:40,-89;,c4:6e:1f:40:b9:84,-82;,18:d6:c7:85:48:af,-70;,e8:94:f6:a1:f3:92,-69;,28:6c:07:cf:74:c4,-51;,ac:f1:df:c9:15:e8,-82;,a0:f3:c1:13:df:ba,-72;,00:15:0c:5a:c1:ad,-72;,70:4d:7b:52:58:f4,-92;,10:fe:ed:45:90:b6,-73;,e8:de:27:bb:77:18,-79;,78:a1:06:39:dd:a8,-73;,60:e3:27:ee:0a:64,-75;,80:37:73:ec:ea:b6,-73;,10:fe:ed:c8:50:e0,-92;,3e:10:d5:5c:ca:a7,-82;,38:10:d5:5c:ca:a7,-84;,04:a1:51:2f:7d:00,-82;,e8:de:27:60:06:64,-83;,a4:99:47:b6:8f:d4,-90;,98:de:d0:91:dd:84,-88;,c0:25:06:a1:70:b4,-90;,6c:70:9f:dc:31:8a,-88;,64:66:b3:da:69:f8,-78;,30:b5:c2:df:f8:18,-80;,e8:94:f6:42:7d:ec,-85;,b8:f8:83:6b:e8:07,-85;,30:b5:c2:ed:13:5e,-86;,70:4d:7b:19:76:10,-87;,64:d1:a3:35:b1:fc,-89;,64:66:b3:c1:fb:ba,-89;,ec:1a:59:b7:cd:f8,-90;,00:15:e9:e2:f3:37,-73;,,903d185fccf839df
